ReturnID,SalesID,ReturnDateID,ReturnReason,RefundAmount
4649,69448,292,Others,5106.67
4650,563126,235,Not Needed,1100.13
4651,679180,2533,Others,1523.75
4652,912558,1756,Late Delivery,5276.39
4653,826984,390,Others,10669.54
4654,806350,478,Not Needed,2046.05
4655,784292,1672,Not Needed,1307.52
4656,84015,1895,Others,6930.29
4657,791821,1554,Late Delivery,9748.15
4658,574447,1296,Not Needed,15587.82
4659,493684,1502,Damaged,1229.67
4660,663001,156,Wrong Item,127.98
4661,511635,1838,Wrong Item,5625.88
4662,620280,906,Late Delivery,1566.26
4663,139946,1929,Not Needed,138.15
4664,968640,1757,Others,333.73
4665,1936,2449,Late Delivery,13886.61
4666,632593,1736,Wrong Item,263.52
4667,231949,1605,Wrong Item,490.23
4668,425695,1624,Not Needed,1015.77
4669,61073,1537,Late Delivery,24354.33
4670,4018,1013,Others,2629.09
4671,31311,446,Not Needed,2694.21
4672,170747,1534,Wrong Item,24469.29
4673,769548,2195,Wrong Item,14270.93
4674,995216,1077,Others,16284.18
4675,37342,275,Wrong Item,1065.46
4676,500014,2302,Wrong Item,2502.58
4677,1409,1699,Not Needed,15264.16
4678,135151,274,Wrong Item,1290.81
4679,77308,1855,Wrong Item,4993.73
4680,164092,1987,Damaged,4350.29
4681,529402,864,Late Delivery,1907.58
4682,158891,2024,Wrong Item,12354.58
4683,634234,2481,Others,2020.74
4684,161122,1062,Wrong Item,405.55
4685,483251,989,Not Needed,7305.69
4686,866637,619,Others,13506.56
4687,589320,1330,Not Needed,5918.84
4688,27461,1696,Others,2720.35
4689,855431,2549,Late Delivery,21467.83
4690,404782,152,Late Delivery,12842.4
4691,72014,774,Wrong Item,1665.7
4692,800518,1114,Wrong Item,1981.61
4693,201410,754,Damaged,14355.87
4694,930730,1476,Others,14840.15
4695,219715,615,Damaged,7313.46
4696,433935,2352,Others,4623.39
4697,746241,2449,Late Delivery,1517.07
4698,201618,457,Not Needed,881.26
4699,732,2155,Damaged,826.33
4700,231125,1094,Wrong Item,4501.89
4701,309587,120,Damaged,19440.02
4702,83535,1549,Damaged,10056.94
4703,292359,1931,Damaged,14339.82
4704,595662,883,Late Delivery,1906.86
4705,256637,476,Not Needed,1619.88
4706,782497,1730,Others,4878.63
4707,559032,1241,Damaged,3131.6
4708,131551,174,Late Delivery,3126.37
4709,976883,2333,Not Needed,18316.2
4710,920152,1793,Not Needed,1813.89
4711,465545,1919,Late Delivery,3919.41
4712,651853,1685,Damaged,4898.15
4713,242708,639,Late Delivery,1661.95
4714,252754,273,Damaged,34329.67
4715,135366,741,Others,276.92
4716,751217,701,Damaged,3814.39
4717,277123,1253,Wrong Item,1313.84
4718,913212,1979,Others,2305.56
4719,689066,375,Damaged,20652.87
4720,874687,1025,Late Delivery,8559.66
4721,653672,2247,Damaged,7956.89
4722,741150,1064,Late Delivery,9289.77
4723,873856,1832,Late Delivery,2562.76
4724,565139,986,Wrong Item,1689.03
4725,447942,1108,Late Delivery,3200.93
4726,835398,1854,Wrong Item,1323.41
4727,273410,2258,Damaged,1430.1
4728,552565,2397,Wrong Item,8620.75
4729,480902,2535,Damaged,536.75
4730,610799,788,Damaged,17355.77
4731,630661,1453,Wrong Item,2467.36
4732,43207,1602,Damaged,6795.43
4733,902779,2421,Others,164.96
4734,730407,459,Damaged,19551.38
4735,356952,1984,Damaged,5776.68
4736,502321,730,Damaged,4149.48
4737,637268,425,Damaged,7250.59
4738,543103,732,Not Needed,11396.46
4739,835276,2037,Not Needed,9116.18
4740,64284,1672,Late Delivery,466.74
4741,535813,941,Damaged,695.81
4742,428832,2268,Others,628.32
4743,200223,1094,Damaged,631.98
4744,374991,55,Others,16567.65
4745,11318,2283,Others,5264.34
4746,718238,206,Damaged,1456.31
4747,291614,1542,Not Needed,3639.55
4748,645314,1225,Damaged,6685.64
4749,333918,1210,Others,22801.1
4750,588524,1028,Late Delivery,934.15
4751,776096,1521,Late Delivery,73.02
4752,703314,2206,Late Delivery,3102.21
4753,213637,1617,Not Needed,2319.51
4754,335084,197,Wrong Item,550.46
4755,319777,260,Not Needed,17084.29
4756,14448,920,Wrong Item,3060.85
4757,17390,2075,Not Needed,13120.98
4758,12714,267,Others,3512.76
4759,63977,586,Others,35153.64
4760,507726,2445,Late Delivery,4219.07
4761,329639,2425,Wrong Item,1071.79
4762,453298,1452,Others,5675.75
4763,474607,2458,Not Needed,5798.05
4764,810815,2339,Not Needed,98.78
4765,290648,2433,Not Needed,2163.45
4766,987200,2531,Wrong Item,6701.59
4767,295807,1764,Others,3530.14
4768,392421,632,Others,2897.69
4769,635635,761,Late Delivery,10143.26
4770,573240,1428,Others,238.4
4771,54365,1569,Late Delivery,4816.84
4772,594207,2099,Damaged,7992.05
4773,959398,1190,Damaged,811.76
4774,325440,1726,Late Delivery,10690.03
4775,548176,1602,Wrong Item,1701.2
4776,82148,2469,Others,842.94
4777,992361,1915,Others,3712.85
4778,303674,1791,Wrong Item,1868.89
4779,191919,1056,Wrong Item,7919.86
4780,470299,1039,Wrong Item,297.28
4781,51485,1963,Damaged,1600.77
4782,580859,900,Others,8540.09
4783,403143,1089,Wrong Item,2199.98
4784,809236,1782,Others,9063.41
4785,875915,1264,Not Needed,4961.88
4786,972867,618,Others,3371.1
4787,676627,1887,Others,9802.85
4788,106699,1181,Late Delivery,13182.03
4789,871358,66,Wrong Item,1820.54
4790,552493,1294,Others,3969.84
4791,3328,88,Others,1329.94
4792,162320,1197,Others,2778.5
4793,790437,2461,Others,717.54
4794,309765,2105,Late Delivery,7090.01
4795,915905,2204,Not Needed,10309.57
4796,962369,485,Damaged,10013.98
4797,50123,1046,Late Delivery,51.23
4798,484723,446,Not Needed,3105.75
4799,550484,1276,Not Needed,8305.04
4800,537091,2526,Late Delivery,12806.6
4801,635926,998,Late Delivery,5881.63
4802,842073,444,Damaged,7624.01
4803,583842,86,Others,8907.35
4804,415640,1441,Late Delivery,406.41
4805,209871,2283,Damaged,4575.84
4806,480585,741,Late Delivery,4698.05
4807,956374,1137,Wrong Item,5150.36
4808,262501,1184,Not Needed,669.28
4809,998379,893,Damaged,3193.68
4810,565162,1333,Not Needed,21254.33
4811,756870,1908,Not Needed,384.59
4812,107835,746,Not Needed,5067.97
4813,881221,2423,Late Delivery,9405.91
4814,47505,149,Not Needed,4274.46
4815,439997,515,Late Delivery,21963.83
4816,200678,1248,Damaged,25060.54
4817,473081,2157,Others,4249.08
4818,868775,2445,Not Needed,11661.13
4819,746617,233,Wrong Item,11439.74
4820,184177,1385,Late Delivery,1780.06
4821,519456,1027,Others,3246.18
4822,643572,918,Not Needed,3031.26
4823,834525,1627,Others,1270.36
4824,289578,1633,Late Delivery,1057.33
4825,642640,1188,Wrong Item,6609.84
4826,513885,1695,Others,12920.35
4827,433088,344,Others,1711.67
4828,342661,313,Wrong Item,10730.64
4829,637220,2525,Wrong Item,2148.75
4830,409552,2245,Others,15035.55
4831,297739,78,Late Delivery,3000.17
4832,96490,2164,Others,6570.41
4833,564310,949,Others,916.03
4834,753912,2066,Late Delivery,1093.57
4835,807464,1189,Not Needed,2665.11
4836,549322,1504,Not Needed,729.44
4837,92110,407,Others,1749.43
4838,944853,1985,Others,28847.19
4839,641019,519,Damaged,1503.99
4840,282501,730,Not Needed,4127.15
4841,375943,1081,Others,11897.33
4842,874859,959,Not Needed,4419.34
4843,344601,2527,Not Needed,1865.11
4844,553886,277,Not Needed,17973.2
4845,869105,1878,Others,2255.2
4846,72761,2175,Late Delivery,3140.96
4847,41064,2527,Late Delivery,12087.58
4848,274396,105,Damaged,4838.69
4849,72356,808,Wrong Item,13175.71
4850,150025,416,Wrong Item,2910.32
4851,633583,351,Wrong Item,14562.07
4852,235646,1706,Others,958.73
4853,508808,942,Others,5153.36
4854,989437,869,Late Delivery,5380.83
4855,279655,432,Wrong Item,3916.22
4856,355894,334,Others,3431.22
4857,152489,583,Not Needed,2223.32
4858,225353,1789,Damaged,10433.26
4859,521151,1278,Others,7417.09
4860,388124,436,Damaged,6422.28
4861,310157,2199,Not Needed,2221.66
4862,865203,2496,Not Needed,1447.91
4863,996297,2351,Late Delivery,11987.7
4864,970799,287,Not Needed,23794.5
4865,604183,2501,Late Delivery,291.17
4866,672938,2208,Late Delivery,2725.24
4867,932763,1374,Damaged,1035.95
4868,641207,757,Late Delivery,6591.69
4869,979205,1279,Not Needed,12334.54
4870,170418,1982,Wrong Item,9833.67
4871,643961,1596,Wrong Item,1404.07
4872,564325,385,Damaged,19106.59
4873,834459,1574,Wrong Item,4312.75
4874,602957,510,Wrong Item,3792.23
4875,840202,1514,Others,6650.95
4876,859789,2196,Wrong Item,579.28
4877,969384,817,Others,2187.73
4878,583254,605,Late Delivery,13863.79
4879,146036,2440,Wrong Item,1689.78
4880,256436,714,Late Delivery,9206.5
4881,809218,2023,Damaged,5976.77
4882,757047,395,Late Delivery,11177.95
4883,55373,1667,Late Delivery,3079.71
4884,955378,651,Others,2204.17
4885,752302,1976,Damaged,2770.76
4886,865643,77,Others,4929.49
4887,532460,2243,Late Delivery,563.44
4888,10704,1713,Wrong Item,9482.06
4889,751984,91,Wrong Item,1962.39
4890,62059,1856,Others,24650.13
4891,920795,361,Wrong Item,21608.58
4892,714752,631,Others,22128.35
4893,359772,1653,Others,1143.39
4894,3415,2009,Wrong Item,20029.2
4895,624317,1665,Not Needed,3192.72
4896,639929,284,Not Needed,5675.59
4897,401371,1405,Others,6897.19
4898,974803,1564,Damaged,5049.55
4899,283779,2007,Others,20630.18
4900,716093,718,Others,3939.06
4901,695098,1401,Damaged,1618.64
4902,160391,1303,Not Needed,4770.91
4903,146350,1400,Wrong Item,6822.32
4904,331847,1292,Others,2646.86
4905,137009,2435,Others,4124.47
4906,427237,2083,Damaged,4500.47
4907,649706,2242,Damaged,2306.22
4908,154217,80,Late Delivery,4524.81
4909,791252,176,Not Needed,12828.09
4910,392610,2361,Others,10042.0
4911,937528,745,Wrong Item,2379.52
4912,440728,129,Wrong Item,157.4
4913,496763,1587,Not Needed,13727.63
4914,665475,1721,Others,1661.92
4915,995462,730,Damaged,87.55
4916,884624,1082,Damaged,16995.27
4917,879207,1708,Damaged,15874.61
4918,40090,2135,Not Needed,1947.33
4919,404741,1777,Others,2586.44
4920,642231,1998,Late Delivery,678.05
4921,53353,1744,Not Needed,2697.04
4922,77107,1946,Others,1329.29
4923,685139,1352,Wrong Item,1327.28
4924,284315,1797,Damaged,5233.56
4925,507519,1644,Late Delivery,5819.57
4926,395738,1238,Others,2392.49
4927,672471,1324,Damaged,759.17
4928,825068,159,Wrong Item,12506.39
4929,699441,852,Wrong Item,1058.1
4930,162719,2431,Not Needed,116.8
4931,356807,1605,Others,6400.42
4932,325778,75,Wrong Item,7480.79
4933,266782,998,Not Needed,5772.68
4934,834696,2258,Damaged,11832.17
4935,198668,1164,Damaged,1764.33
4936,563881,758,Late Delivery,1892.23
4937,589261,2386,Late Delivery,777.92
4938,44909,1512,Wrong Item,15771.56
4939,865704,512,Not Needed,3297.51
4940,411488,965,Wrong Item,1053.77
4941,83966,39,Others,2621.48
4942,166031,1105,Damaged,306.37
4943,988462,1712,Wrong Item,2197.1
4944,230894,2505,Damaged,3464.13
4945,747662,791,Not Needed,1166.75
4946,912001,842,Damaged,2186.92
4947,533582,432,Late Delivery,14401.94
4948,54510,2540,Not Needed,837.56
4949,380317,1116,Not Needed,2666.33
4950,860340,1384,Others,510.06
4951,132533,2338,Late Delivery,7179.96
4952,667774,656,Not Needed,609.36
4953,181028,1268,Damaged,10855.47
4954,252318,367,Damaged,15583.24
4955,679664,632,Late Delivery,1339.82
4956,258068,1737,Damaged,9245.06
4957,791254,649,Others,5152.64
4958,236127,1665,Damaged,390.01
4959,99063,1457,Late Delivery,1472.93
4960,862660,1584,Wrong Item,4154.39
4961,167579,826,Others,1054.22
4962,406430,2163,Wrong Item,3045.94
4963,592147,1197,Not Needed,5020.23
4964,302345,1641,Late Delivery,1629.53
4965,246693,404,Late Delivery,1413.2
4966,492013,1776,Others,1428.59
4967,25551,1837,Damaged,1864.6
4968,499432,2325,Wrong Item,15593.75
4969,314139,2552,Damaged,25821.38
4970,833067,1707,Wrong Item,1386.71
4971,859716,131,Late Delivery,1315.68
4972,439267,1300,Damaged,14127.8
4973,566521,266,Others,1934.23
4974,184713,810,Not Needed,4101.09
4975,255419,250,Late Delivery,14656.0
4976,827776,2266,Late Delivery,1576.96
4977,145884,523,Damaged,5808.67
4978,236900,81,Not Needed,16292.43
4979,650245,83,Wrong Item,2300.54
4980,261392,848,Not Needed,818.57
4981,582489,1120,Others,1211.63
4982,619997,1154,Late Delivery,4325.25
4983,219977,1624,Others,7042.11
4984,379536,1426,Not Needed,2578.87
4985,824636,2363,Wrong Item,2892.07
4986,498117,1983,Wrong Item,4906.09
4987,886969,1396,Not Needed,16928.02
4988,945247,859,Damaged,1391.02
4989,13756,2438,Wrong Item,1032.35
4990,438033,86,Not Needed,3416.32
4991,468568,2429,Others,6640.84
4992,11852,1581,Others,1159.0
4993,675394,1795,Damaged,817.9
4994,141531,717,Others,899.54
4995,737347,873,Damaged,4125.24
4996,870599,1633,Others,6079.79
4997,423658,12,Not Needed,3402.77
4998,153959,622,Not Needed,10993.82
4999,352932,1001,Not Needed,5112.07
5000,667426,679,Wrong Item,3614.9
5001,491073,982,Damaged,2284.42
5002,317383,1334,Damaged,3552.24
5003,319382,1577,Not Needed,5484.64
5004,734180,854,Late Delivery,13992.25
5005,399854,948,Late Delivery,620.34
5006,726723,1880,Not Needed,13175.37
5007,128784,2399,Others,15095.2
5008,430472,545,Wrong Item,1333.09
5009,248449,790,Others,2894.93
5010,247998,1476,Damaged,1551.9
5011,439992,416,Late Delivery,23348.39
5012,140180,1246,Late Delivery,7598.95
5013,42969,235,Wrong Item,4115.6
5014,715844,1536,Others,4895.59
5015,802740,295,Wrong Item,208.42
5016,366593,1635,Damaged,5720.68
5017,348374,909,Late Delivery,1684.14
5018,744280,404,Not Needed,4066.73
5019,868415,1762,Damaged,560.15
5020,496425,1880,Others,16360.83
5021,334227,25,Late Delivery,6650.18
5022,372764,2021,Late Delivery,7791.6
5023,824779,848,Wrong Item,5003.27
5024,643421,1947,Late Delivery,6593.42
5025,701329,1433,Others,18064.41
5026,59933,423,Damaged,10248.81
5027,9957,2137,Wrong Item,2169.58
5028,584770,1800,Late Delivery,3307.97
5029,711195,2497,Others,2167.68
5030,930545,1651,Damaged,4500.57
5031,748118,2382,Others,5138.63
5032,146066,604,Not Needed,1592.58
5033,478580,1767,Not Needed,4093.26
5034,234045,2389,Others,6583.26
5035,515886,1531,Not Needed,10042.44
5036,39506,2107,Others,2369.41
5037,104719,414,Damaged,1046.84
5038,696606,1400,Damaged,5194.59
5039,669900,1899,Wrong Item,4693.67
5040,828667,2401,Late Delivery,91.19
5041,44449,133,Late Delivery,6937.99
5042,583492,381,Late Delivery,1632.77
5043,599641,823,Others,17775.15
5044,311329,1186,Damaged,5278.59
5045,446331,1976,Late Delivery,416.64
5046,107397,1361,Wrong Item,908.22
5047,547255,442,Wrong Item,4316.68
5048,216853,258,Damaged,11639.84
5049,714463,2015,Others,27780.94
5050,850525,1944,Damaged,19235.57
5051,345154,2064,Others,1780.32
5052,395555,862,Damaged,481.75
5053,840144,911,Wrong Item,80.1
5054,448605,311,Wrong Item,23637.54
5055,352154,1280,Others,11692.76
5056,229705,303,Wrong Item,4102.79
5057,776500,2030,Damaged,26172.09
5058,437300,1177,Damaged,24485.54
5059,121196,781,Wrong Item,2757.34
5060,934166,1670,Damaged,21793.64
5061,211079,1849,Others,2685.29
5062,361930,4,Wrong Item,16790.11
5063,363178,2184,Late Delivery,8487.08
5064,626365,2359,Not Needed,2741.96
5065,324471,1622,Late Delivery,9684.85
5066,500246,1463,Wrong Item,5561.56
5067,678376,1717,Wrong Item,2954.03
5068,994739,2411,Wrong Item,4623.63
5069,341359,1524,Wrong Item,74.84
5070,468829,717,Not Needed,5470.6
5071,322002,184,Wrong Item,5026.04
5072,128865,2183,Late Delivery,12729.42
5073,661603,1925,Wrong Item,5599.49
5074,564702,697,Wrong Item,376.15
5075,162769,1758,Others,1631.21
5076,704384,696,Others,11486.7
5077,185085,2289,Late Delivery,6287.0
5078,38391,707,Wrong Item,523.18
5079,30068,1111,Wrong Item,3990.66
5080,691136,2506,Others,2737.53
5081,611119,314,Wrong Item,3157.9
5082,370860,1565,Late Delivery,5093.61
5083,70276,929,Others,5907.26
5084,441190,1143,Not Needed,4401.78
5085,130629,2428,Others,17418.84
5086,297225,434,Damaged,8228.59
5087,327691,2319,Not Needed,470.32
5088,300534,1437,Damaged,4430.32
5089,390672,1167,Not Needed,11454.9
5090,695779,1477,Not Needed,3892.95
5091,915504,121,Late Delivery,7441.43
5092,662558,2316,Wrong Item,28045.73
5093,657652,408,Not Needed,5237.91
5094,266122,628,Others,1211.44
5095,928952,1096,Wrong Item,6137.88
5096,350919,2344,Others,2343.99
5097,771735,1288,Others,6000.75
5098,942052,2133,Late Delivery,17604.84
5099,527170,1254,Damaged,3613.22
5100,73016,113,Others,7376.49
5101,454963,900,Not Needed,7429.87
5102,358891,2543,Damaged,3621.24
5103,521737,205,Not Needed,2816.35
5104,296464,2286,Not Needed,7309.13
5105,413061,2429,Wrong Item,541.54
5106,355161,1463,Late Delivery,7844.75
5107,391907,1634,Damaged,12601.07
5108,86664,1957,Late Delivery,9089.8
5109,613897,2204,Others,1471.3
5110,808471,1192,Damaged,9968.13
5111,502459,2532,Others,3779.86
5112,730650,432,Damaged,9720.13
5113,267080,2457,Damaged,291.13
5114,776370,1997,Damaged,1876.73
5115,275518,482,Damaged,2082.2
5116,621500,2252,Others,7144.77
5117,487119,2099,Others,286.69
5118,418470,1781,Not Needed,5463.77
5119,915651,125,Others,3400.15
5120,528321,457,Wrong Item,7613.07
5121,83716,2060,Wrong Item,2638.06
5122,262355,855,Wrong Item,9093.47
5123,371582,795,Late Delivery,24363.6
5124,176041,2132,Damaged,1789.29
5125,416572,34,Wrong Item,5681.51
5126,126760,204,Late Delivery,9351.3
5127,384691,1946,Others,3780.61
5128,367204,1113,Late Delivery,17555.73
5129,867380,2288,Not Needed,12233.89
5130,91496,640,Damaged,3555.69
5131,845694,1636,Damaged,10539.38
5132,814234,933,Others,2402.09
5133,42336,442,Others,485.45
5134,760047,154,Not Needed,2969.08
5135,641224,2129,Late Delivery,7956.36
5136,397462,1441,Not Needed,1486.23
5137,506763,2540,Others,12602.69
5138,182193,998,Damaged,1625.01
5139,858800,1545,Others,11235.66
5140,446589,1341,Others,4724.0
5141,421781,880,Others,126.79
5142,412560,336,Others,758.41
5143,284351,57,Late Delivery,16851.63
5144,875096,906,Others,9796.12
5145,63082,1486,Late Delivery,8092.57
5146,409333,21,Not Needed,4707.93
5147,867314,2498,Not Needed,2061.09
5148,340181,2144,Wrong Item,2172.49
5149,747619,512,Not Needed,17135.56
5150,209838,945,Others,8988.26
5151,245079,918,Not Needed,4620.81
5152,908190,1618,Not Needed,7867.48
5153,247529,424,Others,24184.27
5154,643764,2009,Damaged,1335.54
5155,354954,2356,Damaged,3549.52
5156,949121,320,Not Needed,5442.96
5157,611463,596,Late Delivery,1097.36
5158,121249,622,Others,2960.37
5159,460650,2301,Wrong Item,18833.54
5160,903906,1167,Not Needed,874.44
5161,440030,1994,Late Delivery,1262.06
5162,447843,1949,Late Delivery,501.65
5163,198255,646,Wrong Item,6584.63
5164,932217,1882,Wrong Item,218.83
5165,783621,2182,Others,761.8
5166,999592,2040,Late Delivery,4665.27
5167,559220,1358,Late Delivery,5206.46
5168,467441,954,Not Needed,8691.91
5169,944266,2465,Wrong Item,106.48
5170,695836,804,Damaged,5312.93
5171,926982,2020,Damaged,1729.45
5172,105632,1746,Not Needed,5595.12
5173,541948,2520,Not Needed,865.84
5174,471431,240,Others,1154.27
5175,300068,529,Late Delivery,10514.23
5176,610039,1432,Others,390.97
5177,275094,798,Wrong Item,1372.84
5178,876714,1892,Others,2938.95
5179,754879,329,Others,3751.17
5180,639446,5,Late Delivery,319.3
5181,3652,572,Damaged,6117.88
5182,79575,1601,Late Delivery,1104.28
5183,599375,1736,Late Delivery,2833.71
5184,460953,528,Not Needed,1368.99
5185,173073,1091,Others,522.95
5186,990804,2428,Wrong Item,1057.06
5187,691736,2438,Late Delivery,1504.8
5188,187955,130,Others,7556.18
5189,755287,186,Wrong Item,772.95
5190,262977,1594,Late Delivery,7959.33
5191,208257,1195,Wrong Item,6041.94
5192,76865,2257,Not Needed,26804.5
5193,611741,1267,Others,1676.42
5194,712350,853,Wrong Item,1736.44
5195,273233,66,Not Needed,1602.56
5196,781700,2401,Others,4269.12
5197,40002,2098,Wrong Item,5995.06
5198,961443,555,Damaged,8149.2
5199,969084,848,Damaged,981.87
5200,380219,2326,Not Needed,6444.9
5201,558991,1627,Damaged,1907.5
5202,372558,1489,Others,6228.2
5203,267371,2439,Late Delivery,6223.85
5204,745658,1165,Damaged,14311.79
5205,302723,2450,Damaged,11516.98
5206,476606,846,Late Delivery,4636.47
5207,534023,359,Damaged,31307.05
5208,742103,1463,Damaged,5260.04
5209,210099,1970,Wrong Item,1301.82
5210,932552,829,Not Needed,21873.79
5211,889850,148,Wrong Item,357.7
5212,997559,1159,Wrong Item,2303.19
5213,446587,327,Wrong Item,1393.47
5214,33647,1498,Late Delivery,6028.67
5215,256870,2422,Damaged,8662.54
5216,370831,1093,Others,386.85
5217,82058,1446,Others,951.62
5218,954477,376,Damaged,2715.36
5219,668873,791,Wrong Item,4737.32
5220,381877,2123,Wrong Item,775.95
5221,641567,2007,Not Needed,7969.51
5222,667057,2433,Late Delivery,2989.81
5223,590662,1892,Others,3083.9
5224,610687,223,Late Delivery,10313.89
5225,399493,2440,Late Delivery,2378.83
5226,209425,1417,Not Needed,3235.58
5227,116304,1335,Others,1972.99
5228,755339,1487,Not Needed,582.74
5229,350503,2333,Others,3226.94
5230,874751,2474,Late Delivery,5697.26
5231,352094,1842,Damaged,5681.04
5232,250132,1232,Late Delivery,1961.49
5233,769102,1670,Others,2534.16
5234,869847,1068,Not Needed,2402.3
5235,918867,1325,Late Delivery,1363.59
5236,296994,163,Not Needed,3040.08
5237,623224,106,Wrong Item,20028.67
5238,73725,1185,Late Delivery,5807.53
5239,528838,1523,Late Delivery,20163.34
5240,658360,1966,Others,746.56
5241,659386,819,Damaged,6608.58
5242,584007,2530,Wrong Item,2687.15
5243,617759,746,Others,5168.18
5244,65227,740,Damaged,4656.77
5245,542886,400,Damaged,4986.04
5246,901542,1924,Late Delivery,5197.2
5247,738812,1679,Wrong Item,2252.16
5248,552705,322,Late Delivery,1686.22
5249,402695,345,Damaged,10706.09
5250,22291,1513,Not Needed,1870.68
5251,527246,2534,Not Needed,5043.88
5252,99579,1508,Wrong Item,6458.0
5253,194695,1352,Not Needed,8044.62
5254,332775,1425,Not Needed,2888.29
5255,730405,1603,Damaged,5359.56
5256,893340,381,Others,4807.4
5257,593121,1357,Damaged,1221.63
5258,220919,1784,Damaged,21045.61
5259,390079,490,Others,301.21
5260,258944,1590,Others,1848.01
5261,462572,1054,Damaged,4611.19
5262,324890,569,Damaged,10981.15
5263,895346,664,Others,2215.48
5264,385037,1801,Others,3378.35
5265,954461,188,Late Delivery,17014.76
5266,760816,771,Late Delivery,8673.34
5267,679025,119,Damaged,2954.14
5268,996237,1687,Not Needed,3499.87
5269,63309,1882,Wrong Item,5262.71
5270,603926,836,Wrong Item,2452.32
5271,908996,1945,Late Delivery,10581.3
5272,474758,1907,Wrong Item,1473.11
5273,774949,1401,Not Needed,5034.19
5274,812303,808,Late Delivery,3101.59
5275,796820,1955,Late Delivery,8463.5
5276,685606,596,Damaged,504.56
5277,21666,390,Wrong Item,24586.95
5278,627189,574,Damaged,17542.09
5279,27802,2238,Others,13384.74
5280,366968,2004,Not Needed,10198.33
5281,250223,567,Not Needed,244.92
5282,55470,131,Damaged,2385.67
5283,626358,1864,Damaged,11512.01
5284,305289,331,Damaged,2189.49
5285,773048,2530,Others,9515.93
5286,868842,463,Not Needed,13959.02
5287,872861,581,Damaged,1119.62
5288,320070,2315,Not Needed,7867.22
5289,984174,1732,Wrong Item,3330.73
5290,885776,2019,Not Needed,3918.01
5291,340813,1075,Damaged,3989.47
5292,950557,1758,Damaged,214.72
5293,166998,2330,Others,731.67
5294,529732,2310,Others,16050.2
5295,457278,1780,Not Needed,5968.78
5296,485430,1319,Wrong Item,21543.1
5297,562902,1787,Damaged,15352.03
5298,374896,597,Others,929.33
5299,203477,1662,Damaged,2658.77
5300,332987,2439,Late Delivery,26344.67
5301,815125,885,Wrong Item,7440.1
5302,95011,903,Damaged,1348.14
5303,678296,2385,Damaged,9814.49
5304,843838,1947,Late Delivery,17046.91
5305,308288,1313,Damaged,2103.95
5306,159304,716,Wrong Item,2990.56
5307,236752,213,Not Needed,1266.75
5308,925062,2395,Others,14700.45
5309,114709,793,Damaged,9809.41
5310,150973,1836,Wrong Item,2920.69
5311,580726,273,Not Needed,2719.42
5312,979926,830,Others,18250.56
5313,77393,1192,Late Delivery,2896.8
5314,437951,887,Wrong Item,3171.24
5315,30949,1512,Not Needed,18962.8
5316,932240,1261,Wrong Item,6362.15
5317,736385,2190,Late Delivery,1860.02
5318,90123,1609,Others,9854.36
5319,570074,1663,Others,7298.73
5320,888509,661,Late Delivery,10644.41
5321,931607,988,Wrong Item,2949.17
5322,411414,238,Wrong Item,10254.05
5323,701418,1118,Not Needed,29977.8
5324,955501,901,Damaged,5505.96
5325,85508,259,Damaged,6570.54
5326,454789,2268,Damaged,483.8
5327,171444,661,Late Delivery,4481.43
5328,139491,603,Damaged,16204.27
5329,626279,1311,Others,5521.84
5330,833750,2333,Wrong Item,608.91
5331,558331,458,Not Needed,2520.07
5332,619731,261,Others,1452.2
5333,770037,412,Late Delivery,1925.86
5334,786413,2409,Wrong Item,8728.28
5335,900293,1388,Others,8075.58
5336,263043,2482,Others,8610.04
5337,556067,2398,Not Needed,18620.29
5338,356359,993,Damaged,9435.33
5339,856496,498,Not Needed,7189.9
5340,216713,2357,Others,2104.58
5341,457480,418,Wrong Item,10211.47
5342,336240,1862,Wrong Item,3772.65
5343,339797,1602,Wrong Item,1823.82
5344,455085,1671,Damaged,6028.54
5345,193087,975,Late Delivery,6570.62
5346,60699,826,Damaged,12913.91
5347,252331,515,Damaged,15754.29
5348,209363,1296,Late Delivery,17484.1
5349,19574,312,Others,871.58
5350,212291,1920,Not Needed,18730.4
5351,724198,593,Others,3151.28
5352,510307,1349,Late Delivery,4238.94
5353,891501,465,Not Needed,3715.13
5354,600937,1865,Others,716.47
5355,975296,1304,Damaged,2146.13
5356,667601,1292,Late Delivery,7721.51
5357,530884,1803,Damaged,3382.84
5358,277781,823,Not Needed,2424.95
5359,539120,1323,Not Needed,745.22
5360,628286,257,Wrong Item,5031.34
5361,797661,1609,Damaged,2440.31
5362,113362,1817,Wrong Item,4693.2
5363,32368,2409,Wrong Item,4697.54
5364,312938,916,Others,2964.99
5365,564373,1095,Wrong Item,11431.15
5366,650749,1714,Not Needed,1927.36
5367,266077,285,Late Delivery,19427.75
5368,635097,1667,Not Needed,112.16
5369,215625,2262,Late Delivery,6344.37
5370,431286,236,Wrong Item,9891.59
5371,921932,966,Wrong Item,16767.53
5372,410488,2362,Others,7793.27
5373,460586,639,Wrong Item,1058.66
5374,90215,376,Damaged,15399.77
5375,689749,17,Others,5375.54
5376,440919,125,Late Delivery,6251.31
5377,313793,1753,Others,10685.08
5378,300305,1605,Not Needed,5050.37
5379,933087,1023,Late Delivery,13947.48
5380,111816,2375,Late Delivery,8563.41
5381,791937,1496,Others,1264.27
5382,256907,1639,Not Needed,5932.53
5383,15836,1597,Damaged,3976.19
