EmployeeID,EmployeeName,StoreID,Role,JoinDateID
767,Employee_767,194,Sales Rep,1642
768,Employee_768,56,Manager,80
769,Employee_769,42,Supervisor,1031
770,Employee_770,136,Cashier,1612
771,Employee_771,155,Sales Rep,1788
772,Employee_772,145,Supervisor,1587
773,Employee_773,46,Supervisor,1670
774,Employee_774,36,Manager,2493
775,Employee_775,191,Cashier,1014
776,Employee_776,194,Sales Rep,1297
777,Employee_777,30,Manager,2268
778,Employee_778,145,Manager,1900
779,Employee_779,28,Cashier,1359
780,Employee_780,119,Sales Rep,1609
781,Employee_781,52,Sales Rep,822
782,Employee_782,175,Cashier,329
783,Employee_783,58,Sales Rep,394
784,Employee_784,155,Supervisor,1707
785,Employee_785,111,Sales Rep,1912
786,Employee_786,109,Manager,1349
787,Employee_787,117,Supervisor,2501
788,Employee_788,196,Manager,1601
789,Employee_789,188,Sales Rep,850
790,Employee_790,102,Cashier,2034
791,Employee_791,119,Manager,1284
792,Employee_792,88,Cashier,513
793,Employee_793,118,Cashier,713
794,Employee_794,187,Supervisor,2466
795,Employee_795,6,Cashier,134
796,Employee_796,71,Supervisor,400
797,Employee_797,67,Manager,1834
798,Employee_798,178,Supervisor,2387
799,Employee_799,162,Manager,93
800,Employee_800,184,Cashier,1076
801,Employee_801,147,Sales Rep,1093
802,Employee_802,24,Cashier,1442
803,Employee_803,123,Sales Rep,1622
804,Employee_804,164,Manager,2257
805,Employee_805,25,Supervisor,1034
806,Employee_806,13,Manager,720
807,Employee_807,167,Sales Rep,2485
808,Employee_808,106,Manager,457
809,Employee_809,69,Cashier,198
810,Employee_810,143,Sales Rep,1455
811,Employee_811,19,Supervisor,1082
812,Employee_812,28,Cashier,845
813,Employee_813,152,Supervisor,1316
814,Employee_814,4,Supervisor,2302
815,Employee_815,21,Supervisor,2428
816,Employee_816,62,Supervisor,77
817,Employee_817,92,Sales Rep,1927
818,Employee_818,135,Supervisor,1817
819,Employee_819,195,Cashier,2245
820,Employee_820,63,Sales Rep,466
821,Employee_821,125,Sales Rep,988
822,Employee_822,117,Manager,2511
823,Employee_823,140,Sales Rep,1243
824,Employee_824,105,Supervisor,356
825,Employee_825,19,Supervisor,248
826,Employee_826,165,Sales Rep,1834
827,Employee_827,127,Sales Rep,2164
828,Employee_828,147,Cashier,2339
829,Employee_829,72,Sales Rep,940
830,Employee_830,16,Manager,181
831,Employee_831,32,Manager,2189
832,Employee_832,47,Cashier,1278
833,Employee_833,184,Manager,2265
834,Employee_834,22,Sales Rep,632
835,Employee_835,129,Supervisor,2101
836,Employee_836,144,Manager,563
837,Employee_837,5,Manager,1206
838,Employee_838,84,Manager,225
839,Employee_839,184,Supervisor,423
840,Employee_840,50,Sales Rep,741
841,Employee_841,73,Manager,424
842,Employee_842,94,Supervisor,1231
843,Employee_843,96,Sales Rep,121
844,Employee_844,164,Supervisor,1424
845,Employee_845,161,Sales Rep,2330
846,Employee_846,164,Supervisor,1703
847,Employee_847,128,Supervisor,55
848,Employee_848,66,Supervisor,328
849,Employee_849,67,Manager,1633
850,Employee_850,92,Supervisor,731
851,Employee_851,51,Supervisor,150
852,Employee_852,85,Cashier,2383
853,Employee_853,82,Manager,2238
854,Employee_854,87,Supervisor,791
855,Employee_855,21,Cashier,157
856,Employee_856,159,Manager,1922
857,Employee_857,150,Manager,2555
858,Employee_858,164,Cashier,624
859,Employee_859,90,Cashier,1884
860,Employee_860,119,Sales Rep,1722
861,Employee_861,19,Supervisor,1981
862,Employee_862,33,Cashier,1968
863,Employee_863,53,Sales Rep,306
864,Employee_864,34,Manager,1532
865,Employee_865,17,Cashier,2500
866,Employee_866,112,Sales Rep,2437
867,Employee_867,30,Cashier,2148
868,Employee_868,97,Supervisor,264
869,Employee_869,22,Sales Rep,2010
870,Employee_870,48,Cashier,885
871,Employee_871,103,Sales Rep,554
872,Employee_872,110,Manager,801
873,Employee_873,179,Cashier,1925
874,Employee_874,126,Cashier,278
875,Employee_875,188,Sales Rep,964
876,Employee_876,76,Cashier,2472
877,Employee_877,171,Cashier,1205
878,Employee_878,143,Cashier,1926
879,Employee_879,89,Supervisor,1101
880,Employee_880,152,Manager,1714
881,Employee_881,9,Manager,1876
882,Employee_882,145,Manager,335
883,Employee_883,163,Supervisor,2473
884,Employee_884,125,Cashier,1267
885,Employee_885,184,Manager,2489
886,Employee_886,135,Cashier,1024
887,Employee_887,168,Cashier,797
888,Employee_888,60,Supervisor,1900
889,Employee_889,172,Manager,138
890,Employee_890,173,Cashier,1955
891,Employee_891,116,Sales Rep,657
892,Employee_892,132,Cashier,766
893,Employee_893,127,Sales Rep,527
894,Employee_894,60,Supervisor,640
895,Employee_895,135,Sales Rep,901
896,Employee_896,35,Supervisor,2092
897,Employee_897,39,Manager,682
898,Employee_898,47,Supervisor,1751
899,Employee_899,181,Cashier,1411
900,Employee_900,23,Manager,749
901,Employee_901,23,Supervisor,1222
902,Employee_902,42,Cashier,26
903,Employee_903,56,Manager,2424
904,Employee_904,137,Supervisor,1705
905,Employee_905,187,Supervisor,1658
906,Employee_906,55,Sales Rep,209
907,Employee_907,56,Manager,222
908,Employee_908,100,Sales Rep,2503
909,Employee_909,104,Cashier,822
910,Employee_910,89,Manager,214
911,Employee_911,64,Supervisor,2222
912,Employee_912,171,Supervisor,319
913,Employee_913,30,Supervisor,27
914,Employee_914,18,Sales Rep,1405
915,Employee_915,163,Sales Rep,1176
916,Employee_916,160,Cashier,2392
917,Employee_917,10,Manager,1634
918,Employee_918,113,Supervisor,1271
919,Employee_919,195,Manager,1715
920,Employee_920,140,Manager,97
921,Employee_921,144,Cashier,264
922,Employee_922,175,Supervisor,1503
923,Employee_923,139,Manager,122
924,Employee_924,129,Manager,159
925,Employee_925,137,Supervisor,1339
926,Employee_926,25,Manager,824
927,Employee_927,122,Sales Rep,137
928,Employee_928,79,Manager,2092
929,Employee_929,96,Sales Rep,1955
930,Employee_930,40,Cashier,892
931,Employee_931,94,Cashier,1543
932,Employee_932,76,Manager,2133
933,Employee_933,164,Supervisor,2453
934,Employee_934,141,Cashier,2335
935,Employee_935,49,Cashier,1462
936,Employee_936,194,Supervisor,1364
937,Employee_937,151,Sales Rep,118
938,Employee_938,40,Supervisor,2242
939,Employee_939,3,Supervisor,2408
940,Employee_940,10,Supervisor,2387
941,Employee_941,114,Supervisor,603
942,Employee_942,72,Manager,2380
943,Employee_943,200,Sales Rep,716
944,Employee_944,151,Supervisor,1681
945,Employee_945,11,Cashier,2300
946,Employee_946,85,Sales Rep,620
947,Employee_947,160,Sales Rep,2353
948,Employee_948,29,Manager,2447
949,Employee_949,80,Manager,2257
950,Employee_950,80,Sales Rep,1784
951,Employee_951,120,Sales Rep,819
952,Employee_952,6,Cashier,1032
953,Employee_953,161,Supervisor,1660
954,Employee_954,81,Manager,1473
955,Employee_955,178,Manager,1283
956,Employee_956,80,Manager,1887
957,Employee_957,114,Cashier,2071
958,Employee_958,38,Supervisor,1031
959,Employee_959,111,Cashier,1429
960,Employee_960,191,Manager,1027
961,Employee_961,130,Manager,2038
962,Employee_962,27,Cashier,1913
963,Employee_963,12,Supervisor,1329
964,Employee_964,150,Cashier,433
965,Employee_965,122,Supervisor,1778
966,Employee_966,64,Cashier,1885
967,Employee_967,174,Cashier,1252
968,Employee_968,100,Cashier,2257
969,Employee_969,34,Supervisor,30
970,Employee_970,166,Cashier,230
971,Employee_971,37,Cashier,2290
972,Employee_972,192,Supervisor,814
973,Employee_973,30,Manager,1037
974,Employee_974,132,Sales Rep,809
975,Employee_975,100,Supervisor,2262
976,Employee_976,47,Supervisor,1304
977,Employee_977,27,Sales Rep,435
978,Employee_978,167,Supervisor,1021
979,Employee_979,165,Cashier,408
980,Employee_980,107,Manager,2126
981,Employee_981,196,Supervisor,1715
982,Employee_982,181,Cashier,587
983,Employee_983,165,Supervisor,953
984,Employee_984,154,Cashier,2075
985,Employee_985,135,Supervisor,1928
986,Employee_986,39,Manager,2436
987,Employee_987,47,Cashier,2118
988,Employee_988,171,Sales Rep,1035
989,Employee_989,26,Sales Rep,1340
990,Employee_990,175,Sales Rep,1051
991,Employee_991,175,Sales Rep,154
992,Employee_992,81,Supervisor,717
993,Employee_993,155,Sales Rep,532
994,Employee_994,75,Supervisor,708
995,Employee_995,23,Cashier,1323
996,Employee_996,132,Manager,1146
997,Employee_997,197,Sales Rep,104
998,Employee_998,53,Manager,953
999,Employee_999,8,Sales Rep,1171
1000,Employee_1000,172,Manager,2171
1001,Employee_1001,149,Sales Rep,2540
1002,Employee_1002,180,Manager,308
1003,Employee_1003,105,Manager,699
1004,Employee_1004,42,Sales Rep,876
1005,Employee_1005,155,Supervisor,495
1006,Employee_1006,193,Supervisor,843
1007,Employee_1007,199,Cashier,983
1008,Employee_1008,116,Supervisor,2110
1009,Employee_1009,127,Sales Rep,1884
1010,Employee_1010,159,Cashier,1301
1011,Employee_1011,60,Sales Rep,1555
1012,Employee_1012,35,Supervisor,1191
1013,Employee_1013,132,Cashier,1194
1014,Employee_1014,93,Cashier,907
1015,Employee_1015,134,Manager,1331
1016,Employee_1016,127,Manager,924
1017,Employee_1017,193,Supervisor,1717
1018,Employee_1018,172,Sales Rep,2372
1019,Employee_1019,82,Sales Rep,338
1020,Employee_1020,157,Supervisor,1401
1021,Employee_1021,169,Supervisor,753
1022,Employee_1022,115,Manager,705
1023,Employee_1023,80,Manager,128
1024,Employee_1024,107,Manager,2372
1025,Employee_1025,191,Cashier,485
1026,Employee_1026,79,Sales Rep,1140
1027,Employee_1027,170,Cashier,1574
1028,Employee_1028,113,Cashier,662
1029,Employee_1029,68,Sales Rep,1178
1030,Employee_1030,156,Manager,1832
1031,Employee_1031,161,Sales Rep,731
1032,Employee_1032,180,Cashier,216
1033,Employee_1033,177,Sales Rep,492
1034,Employee_1034,4,Sales Rep,241
1035,Employee_1035,115,Sales Rep,1879
1036,Employee_1036,102,Cashier,10
1037,Employee_1037,76,Sales Rep,626
1038,Employee_1038,40,Supervisor,1344
1039,Employee_1039,51,Cashier,2416
1040,Employee_1040,189,Sales Rep,1913
1041,Employee_1041,87,Supervisor,575
1042,Employee_1042,170,Cashier,175
1043,Employee_1043,190,Supervisor,1837
1044,Employee_1044,184,Cashier,477
1045,Employee_1045,17,Cashier,2502
1046,Employee_1046,73,Manager,1501
1047,Employee_1047,46,Cashier,676
1048,Employee_1048,47,Cashier,132
1049,Employee_1049,163,Sales Rep,642
1050,Employee_1050,8,Supervisor,177
1051,Employee_1051,34,Manager,1285
1052,Employee_1052,25,Manager,1998
1053,Employee_1053,50,Supervisor,1606
1054,Employee_1054,108,Supervisor,1137
1055,Employee_1055,29,Sales Rep,1354
1056,Employee_1056,169,Sales Rep,2127
1057,Employee_1057,80,Manager,2445
1058,Employee_1058,79,Sales Rep,1082
1059,Employee_1059,13,Supervisor,1133
1060,Employee_1060,186,Supervisor,66
1061,Employee_1061,156,Sales Rep,695
1062,Employee_1062,140,Manager,878
1063,Employee_1063,154,Sales Rep,1973
1064,Employee_1064,180,Manager,983
1065,Employee_1065,196,Manager,1850
1066,Employee_1066,25,Sales Rep,2205
1067,Employee_1067,176,Supervisor,683
1068,Employee_1068,7,Manager,1750
1069,Employee_1069,108,Manager,623
1070,Employee_1070,138,Sales Rep,785
1071,Employee_1071,162,Cashier,1213
1072,Employee_1072,69,Supervisor,2018
1073,Employee_1073,74,Supervisor,1331
1074,Employee_1074,183,Sales Rep,951
1075,Employee_1075,151,Cashier,1923
1076,Employee_1076,162,Cashier,550
1077,Employee_1077,75,Cashier,1007
1078,Employee_1078,63,Sales Rep,918
1079,Employee_1079,81,Cashier,1167
1080,Employee_1080,153,Manager,2238
1081,Employee_1081,136,Manager,745
1082,Employee_1082,151,Supervisor,750
1083,Employee_1083,160,Sales Rep,758
1084,Employee_1084,173,Cashier,695
1085,Employee_1085,194,Supervisor,2100
1086,Employee_1086,178,Supervisor,523
1087,Employee_1087,100,Manager,1154
1088,Employee_1088,42,Cashier,817
1089,Employee_1089,63,Cashier,461
1090,Employee_1090,75,Sales Rep,893
1091,Employee_1091,48,Sales Rep,1913
1092,Employee_1092,85,Sales Rep,778
1093,Employee_1093,55,Supervisor,1254
1094,Employee_1094,184,Sales Rep,566
1095,Employee_1095,51,Manager,2236
1096,Employee_1096,68,Supervisor,291
1097,Employee_1097,196,Supervisor,2232
1098,Employee_1098,157,Cashier,2551
1099,Employee_1099,198,Supervisor,1527
1100,Employee_1100,121,Manager,507
1101,Employee_1101,91,Manager,133
1102,Employee_1102,91,Cashier,483
1103,Employee_1103,100,Sales Rep,117
1104,Employee_1104,118,Cashier,1906
1105,Employee_1105,121,Supervisor,973
1106,Employee_1106,126,Supervisor,2253
1107,Employee_1107,7,Supervisor,1262
1108,Employee_1108,131,Supervisor,1933
1109,Employee_1109,114,Supervisor,1897
1110,Employee_1110,175,Supervisor,2539
1111,Employee_1111,7,Supervisor,1888
1112,Employee_1112,199,Cashier,737
1113,Employee_1113,150,Sales Rep,2112
1114,Employee_1114,93,Supervisor,1175
1115,Employee_1115,156,Sales Rep,2534
1116,Employee_1116,159,Sales Rep,2431
1117,Employee_1117,66,Sales Rep,2479
1118,Employee_1118,21,Manager,51
1119,Employee_1119,178,Cashier,209
1120,Employee_1120,195,Supervisor,596
1121,Employee_1121,87,Sales Rep,523
1122,Employee_1122,130,Cashier,1450
1123,Employee_1123,48,Sales Rep,2244
1124,Employee_1124,46,Cashier,1590
1125,Employee_1125,1,Supervisor,1016
1126,Employee_1126,32,Sales Rep,738
1127,Employee_1127,8,Sales Rep,2519
1128,Employee_1128,85,Sales Rep,323
1129,Employee_1129,123,Sales Rep,1911
1130,Employee_1130,153,Sales Rep,2093
1131,Employee_1131,34,Sales Rep,1860
1132,Employee_1132,184,Supervisor,41
1133,Employee_1133,117,Supervisor,1941
1134,Employee_1134,92,Manager,2380
1135,Employee_1135,60,Sales Rep,1416
1136,Employee_1136,19,Sales Rep,1492
1137,Employee_1137,115,Manager,1180
1138,Employee_1138,98,Sales Rep,832
1139,Employee_1139,2,Sales Rep,1709
1140,Employee_1140,132,Manager,1639
1141,Employee_1141,42,Supervisor,1292
1142,Employee_1142,40,Sales Rep,1725
1143,Employee_1143,169,Manager,1610
1144,Employee_1144,1,Cashier,1805
1145,Employee_1145,50,Cashier,105
1146,Employee_1146,19,Sales Rep,891
1147,Employee_1147,90,Cashier,46
1148,Employee_1148,49,Supervisor,2413
1149,Employee_1149,17,Sales Rep,960
1150,Employee_1150,62,Supervisor,2081
1151,Employee_1151,19,Sales Rep,1871
1152,Employee_1152,126,Sales Rep,622
1153,Employee_1153,30,Supervisor,589
1154,Employee_1154,87,Manager,105
1155,Employee_1155,155,Cashier,888
1156,Employee_1156,171,Manager,947
1157,Employee_1157,65,Manager,2547
1158,Employee_1158,23,Manager,1507
1159,Employee_1159,89,Manager,1486
1160,Employee_1160,158,Supervisor,2256
1161,Employee_1161,98,Manager,168
1162,Employee_1162,98,Supervisor,2437
1163,Employee_1163,165,Supervisor,1406
1164,Employee_1164,182,Cashier,1991
1165,Employee_1165,164,Cashier,1918
1166,Employee_1166,27,Manager,1247
1167,Employee_1167,190,Supervisor,837
1168,Employee_1168,47,Sales Rep,2467
1169,Employee_1169,84,Cashier,443
1170,Employee_1170,139,Supervisor,802
1171,Employee_1171,96,Cashier,684
1172,Employee_1172,103,Sales Rep,2033
1173,Employee_1173,11,Supervisor,895
1174,Employee_1174,128,Sales Rep,1096
1175,Employee_1175,139,Supervisor,2189
1176,Employee_1176,151,Cashier,1888
1177,Employee_1177,89,Manager,994
1178,Employee_1178,141,Cashier,1852
1179,Employee_1179,125,Manager,1212
1180,Employee_1180,178,Supervisor,1962
1181,Employee_1181,9,Sales Rep,1699
1182,Employee_1182,102,Manager,15
1183,Employee_1183,76,Cashier,464
1184,Employee_1184,184,Cashier,2453
1185,Employee_1185,133,Supervisor,356
1186,Employee_1186,168,Cashier,2146
1187,Employee_1187,9,Manager,521
1188,Employee_1188,187,Cashier,98
1189,Employee_1189,144,Cashier,963
1190,Employee_1190,14,Cashier,1883
1191,Employee_1191,84,Manager,1540
1192,Employee_1192,113,Supervisor,1385
1193,Employee_1193,67,Sales Rep,646
1194,Employee_1194,30,Cashier,1350
1195,Employee_1195,195,Sales Rep,1385
1196,Employee_1196,153,Supervisor,687
1197,Employee_1197,21,Manager,1626
1198,Employee_1198,96,Sales Rep,2231
1199,Employee_1199,15,Manager,994
1200,Employee_1200,140,Supervisor,918
1201,Employee_1201,126,Sales Rep,1371
1202,Employee_1202,168,Manager,836
1203,Employee_1203,55,Manager,1441
1204,Employee_1204,180,Manager,1480
1205,Employee_1205,49,Sales Rep,1433
1206,Employee_1206,140,Manager,1535
1207,Employee_1207,171,Cashier,1163
1208,Employee_1208,33,Cashier,2405
1209,Employee_1209,106,Cashier,1550
1210,Employee_1210,187,Manager,1447
1211,Employee_1211,16,Supervisor,2334
1212,Employee_1212,88,Cashier,1732
1213,Employee_1213,16,Sales Rep,1201
1214,Employee_1214,165,Supervisor,1911
1215,Employee_1215,85,Sales Rep,1396
1216,Employee_1216,44,Supervisor,1390
1217,Employee_1217,92,Supervisor,739
1218,Employee_1218,67,Manager,1164
1219,Employee_1219,174,Supervisor,1630
1220,Employee_1220,52,Cashier,1647
1221,Employee_1221,94,Manager,1071
1222,Employee_1222,131,Manager,506
1223,Employee_1223,109,Cashier,2123
1224,Employee_1224,175,Supervisor,410
1225,Employee_1225,180,Supervisor,2031
1226,Employee_1226,183,Sales Rep,1448
1227,Employee_1227,20,Supervisor,70
1228,Employee_1228,138,Cashier,2487
1229,Employee_1229,106,Cashier,254
1230,Employee_1230,161,Manager,853
1231,Employee_1231,52,Supervisor,1351
1232,Employee_1232,18,Supervisor,1031
1233,Employee_1233,59,Sales Rep,167
1234,Employee_1234,189,Cashier,1259
1235,Employee_1235,60,Supervisor,497
1236,Employee_1236,54,Sales Rep,276
1237,Employee_1237,46,Sales Rep,2262
1238,Employee_1238,60,Sales Rep,702
1239,Employee_1239,165,Sales Rep,589
1240,Employee_1240,97,Cashier,891
1241,Employee_1241,150,Manager,378
1242,Employee_1242,19,Manager,904
1243,Employee_1243,1,Sales Rep,342
1244,Employee_1244,83,Supervisor,508
1245,Employee_1245,34,Sales Rep,2073
1246,Employee_1246,50,Cashier,367
1247,Employee_1247,140,Cashier,791
1248,Employee_1248,188,Supervisor,626
1249,Employee_1249,104,Supervisor,1681
1250,Employee_1250,113,Sales Rep,1059
1251,Employee_1251,54,Supervisor,1638
1252,Employee_1252,166,Supervisor,2041
1253,Employee_1253,146,Manager,1469
1254,Employee_1254,4,Cashier,1225
1255,Employee_1255,16,Manager,353
1256,Employee_1256,187,Cashier,186
1257,Employee_1257,59,Cashier,1989
1258,Employee_1258,75,Cashier,1802
1259,Employee_1259,76,Manager,2540
1260,Employee_1260,23,Manager,2554
1261,Employee_1261,44,Sales Rep,1526
1262,Employee_1262,102,Sales Rep,2511
1263,Employee_1263,120,Cashier,830
1264,Employee_1264,165,Supervisor,834
1265,Employee_1265,4,Cashier,689
1266,Employee_1266,130,Supervisor,477
1267,Employee_1267,166,Cashier,76
1268,Employee_1268,26,Manager,972
1269,Employee_1269,73,Sales Rep,3
1270,Employee_1270,36,Manager,1484
1271,Employee_1271,160,Cashier,1052
1272,Employee_1272,172,Manager,187
1273,Employee_1273,118,Supervisor,1539
1274,Employee_1274,165,Manager,407
1275,Employee_1275,190,Sales Rep,352
1276,Employee_1276,177,Manager,1976
1277,Employee_1277,190,Manager,1622
1278,Employee_1278,119,Cashier,619
1279,Employee_1279,175,Manager,1012
1280,Employee_1280,191,Sales Rep,1938
1281,Employee_1281,99,Cashier,771
1282,Employee_1282,77,Sales Rep,2296
1283,Employee_1283,182,Cashier,826
1284,Employee_1284,64,Manager,2141
1285,Employee_1285,188,Manager,116
1286,Employee_1286,175,Cashier,379
1287,Employee_1287,16,Cashier,352
1288,Employee_1288,164,Manager,1089
1289,Employee_1289,184,Cashier,300
1290,Employee_1290,77,Cashier,556
1291,Employee_1291,186,Sales Rep,65
1292,Employee_1292,64,Supervisor,1603
1293,Employee_1293,36,Manager,1658
1294,Employee_1294,185,Sales Rep,2371
1295,Employee_1295,12,Sales Rep,409
1296,Employee_1296,67,Cashier,430
1297,Employee_1297,67,Manager,2523
1298,Employee_1298,2,Supervisor,56
1299,Employee_1299,106,Sales Rep,488
1300,Employee_1300,151,Manager,2506
1301,Employee_1301,171,Sales Rep,2113
1302,Employee_1302,149,Sales Rep,486
1303,Employee_1303,200,Supervisor,1005
1304,Employee_1304,117,Supervisor,1843
1305,Employee_1305,93,Manager,2496
1306,Employee_1306,63,Sales Rep,248
1307,Employee_1307,2,Manager,2147
1308,Employee_1308,19,Manager,955
1309,Employee_1309,32,Sales Rep,1064
1310,Employee_1310,149,Supervisor,2363
1311,Employee_1311,104,Sales Rep,167
1312,Employee_1312,159,Cashier,1245
1313,Employee_1313,2,Sales Rep,2358
1314,Employee_1314,73,Cashier,1996
1315,Employee_1315,101,Sales Rep,1473
1316,Employee_1316,69,Cashier,817
1317,Employee_1317,37,Supervisor,62
1318,Employee_1318,196,Manager,547
1319,Employee_1319,39,Supervisor,884
1320,Employee_1320,8,Supervisor,639
1321,Employee_1321,162,Cashier,2005
1322,Employee_1322,122,Supervisor,1053
1323,Employee_1323,91,Sales Rep,960
1324,Employee_1324,147,Supervisor,2331
1325,Employee_1325,52,Cashier,2368
1326,Employee_1326,43,Sales Rep,1018
1327,Employee_1327,16,Cashier,1203
1328,Employee_1328,23,Sales Rep,445
1329,Employee_1329,73,Sales Rep,1872
1330,Employee_1330,195,Sales Rep,2243
1331,Employee_1331,92,Supervisor,1888
1332,Employee_1332,196,Sales Rep,1001
1333,Employee_1333,73,Sales Rep,1593
1334,Employee_1334,101,Supervisor,2423
1335,Employee_1335,97,Manager,880
1336,Employee_1336,174,Cashier,205
1337,Employee_1337,88,Cashier,2453
1338,Employee_1338,84,Sales Rep,80
1339,Employee_1339,21,Supervisor,274
1340,Employee_1340,123,Supervisor,2139
1341,Employee_1341,58,Supervisor,1282
1342,Employee_1342,55,Sales Rep,980
1343,Employee_1343,168,Supervisor,691
1344,Employee_1344,93,Supervisor,1019
1345,Employee_1345,194,Manager,348
1346,Employee_1346,70,Cashier,1658
1347,Employee_1347,110,Manager,2248
1348,Employee_1348,22,Supervisor,145
1349,Employee_1349,38,Supervisor,1333
1350,Employee_1350,114,Supervisor,2052
1351,Employee_1351,38,Sales Rep,1436
1352,Employee_1352,59,Supervisor,288
1353,Employee_1353,58,Supervisor,2099
1354,Employee_1354,153,Manager,2194
1355,Employee_1355,102,Supervisor,2090
1356,Employee_1356,53,Supervisor,1080
1357,Employee_1357,105,Supervisor,1603
1358,Employee_1358,67,Cashier,1760
1359,Employee_1359,147,Manager,342
1360,Employee_1360,37,Manager,1058
1361,Employee_1361,193,Sales Rep,2504
1362,Employee_1362,140,Cashier,768
1363,Employee_1363,189,Sales Rep,391
1364,Employee_1364,158,Manager,12
1365,Employee_1365,121,Manager,720
1366,Employee_1366,122,Manager,1101
1367,Employee_1367,195,Cashier,1139
1368,Employee_1368,177,Cashier,899
1369,Employee_1369,143,Sales Rep,902
1370,Employee_1370,127,Cashier,385
1371,Employee_1371,150,Supervisor,66
1372,Employee_1372,85,Sales Rep,291
1373,Employee_1373,31,Cashier,553
1374,Employee_1374,24,Manager,1807
1375,Employee_1375,53,Sales Rep,1735
1376,Employee_1376,40,Manager,149
1377,Employee_1377,174,Supervisor,918
1378,Employee_1378,194,Manager,2132
1379,Employee_1379,2,Sales Rep,1072
1380,Employee_1380,2,Supervisor,1839
1381,Employee_1381,124,Supervisor,394
1382,Employee_1382,134,Sales Rep,1793
1383,Employee_1383,142,Supervisor,584
1384,Employee_1384,126,Sales Rep,1023
1385,Employee_1385,106,Sales Rep,706
1386,Employee_1386,150,Supervisor,504
1387,Employee_1387,116,Cashier,2373
1388,Employee_1388,51,Supervisor,1976
1389,Employee_1389,169,Manager,1858
1390,Employee_1390,140,Cashier,1832
1391,Employee_1391,157,Cashier,26
1392,Employee_1392,9,Cashier,602
1393,Employee_1393,117,Sales Rep,2143
1394,Employee_1394,41,Manager,2274
1395,Employee_1395,117,Manager,195
1396,Employee_1396,182,Supervisor,791
1397,Employee_1397,13,Manager,560
1398,Employee_1398,32,Sales Rep,181
1399,Employee_1399,58,Manager,1641
1400,Employee_1400,56,Cashier,1157
1401,Employee_1401,118,Manager,683
1402,Employee_1402,45,Supervisor,1940
1403,Employee_1403,166,Cashier,1221
1404,Employee_1404,127,Manager,53
1405,Employee_1405,16,Supervisor,129
1406,Employee_1406,161,Sales Rep,2457
1407,Employee_1407,89,Manager,2062
1408,Employee_1408,155,Manager,2233
1409,Employee_1409,152,Supervisor,659
1410,Employee_1410,74,Supervisor,1315
1411,Employee_1411,7,Manager,239
1412,Employee_1412,151,Cashier,4
1413,Employee_1413,9,Sales Rep,2476
1414,Employee_1414,18,Manager,1416
1415,Employee_1415,127,Sales Rep,84
1416,Employee_1416,29,Supervisor,384
1417,Employee_1417,199,Supervisor,1521
1418,Employee_1418,40,Cashier,1558
1419,Employee_1419,128,Supervisor,1373
1420,Employee_1420,156,Cashier,1021
1421,Employee_1421,177,Cashier,303
1422,Employee_1422,68,Cashier,1838
1423,Employee_1423,85,Cashier,2479
1424,Employee_1424,11,Cashier,2197
1425,Employee_1425,72,Manager,750
1426,Employee_1426,192,Supervisor,1795
1427,Employee_1427,190,Cashier,531
1428,Employee_1428,135,Sales Rep,2048
1429,Employee_1429,185,Manager,457
1430,Employee_1430,75,Supervisor,18
1431,Employee_1431,14,Sales Rep,2513
1432,Employee_1432,184,Manager,1487
1433,Employee_1433,77,Supervisor,1258
1434,Employee_1434,20,Sales Rep,202
1435,Employee_1435,162,Sales Rep,298
1436,Employee_1436,145,Cashier,2150
1437,Employee_1437,178,Manager,1169
1438,Employee_1438,77,Cashier,2280
1439,Employee_1439,180,Sales Rep,1830
1440,Employee_1440,66,Sales Rep,2282
1441,Employee_1441,28,Manager,52
1442,Employee_1442,102,Supervisor,968
1443,Employee_1443,31,Manager,1878
1444,Employee_1444,61,Cashier,2231
1445,Employee_1445,67,Cashier,104
1446,Employee_1446,12,Sales Rep,2060
1447,Employee_1447,83,Manager,13
1448,Employee_1448,113,Supervisor,914
1449,Employee_1449,4,Manager,1002
1450,Employee_1450,198,Cashier,1572
1451,Employee_1451,142,Sales Rep,1717
1452,Employee_1452,153,Manager,555
1453,Employee_1453,61,Cashier,748
1454,Employee_1454,105,Manager,673
1455,Employee_1455,160,Cashier,2471
1456,Employee_1456,97,Sales Rep,2471
1457,Employee_1457,16,Manager,2193
1458,Employee_1458,115,Manager,2520
1459,Employee_1459,13,Manager,448
1460,Employee_1460,47,Manager,200
1461,Employee_1461,28,Cashier,1072
1462,Employee_1462,149,Cashier,393
1463,Employee_1463,145,Supervisor,841
1464,Employee_1464,73,Cashier,2314
1465,Employee_1465,176,Supervisor,417
1466,Employee_1466,161,Sales Rep,1920
1467,Employee_1467,105,Cashier,342
1468,Employee_1468,21,Supervisor,1905
1469,Employee_1469,91,Cashier,1178
1470,Employee_1470,95,Sales Rep,1977
1471,Employee_1471,70,Sales Rep,885
1472,Employee_1472,23,Supervisor,2365
1473,Employee_1473,42,Cashier,691
1474,Employee_1474,118,Supervisor,248
1475,Employee_1475,3,Manager,1504
1476,Employee_1476,115,Sales Rep,1412
1477,Employee_1477,32,Sales Rep,2251
1478,Employee_1478,23,Supervisor,801
1479,Employee_1479,103,Supervisor,470
1480,Employee_1480,115,Cashier,1047
1481,Employee_1481,96,Sales Rep,838
1482,Employee_1482,183,Sales Rep,185
1483,Employee_1483,147,Sales Rep,1888
