PromoID,ProductID,StoreID,StartDateID,EndDateID,DiscountPercent
4487,2,194,1237,204,26.93
4488,495,56,1391,1249,11.89
4489,370,49,425,156,18.15
4490,262,184,1745,1227,11.62
4491,121,13,451,494,34.43
4492,335,97,1920,2092,23.75
4493,232,74,1760,74,38.13
4494,78,63,2169,73,34.91
4495,355,79,1090,394,37.85
4496,40,164,686,2388,13.85
4497,40,107,2490,990,8.66
4498,35,10,965,2234,22.61
4499,120,63,164,1973,6.74
4500,313,61,47,2058,31.37
4501,77,68,2312,2128,36.81
4502,304,43,177,878,27.64
4503,495,187,1142,117,16.88
4504,88,64,1778,2222,35.9
4505,280,83,1093,706,12.09
4506,139,78,2183,1465,37.88
4507,494,38,2443,2479,19.83
4508,382,183,750,1316,35.87
4509,74,108,1651,783,15.47
4510,266,194,104,139,8.78
4511,87,82,1821,896,27.39
4512,338,54,987,271,23.92
4513,140,177,1860,680,16.66
4514,134,133,122,24,16.04
4515,259,190,2047,2348,26.24
4516,253,146,458,1896,17.15
4517,271,173,1720,2551,25.62
4518,418,84,913,243,33.08
4519,322,166,615,1225,10.65
4520,19,101,129,797,25.62
4521,337,20,517,535,26.55
4522,366,96,1080,1476,20.62
4523,371,95,1129,255,10.81
4524,9,153,1075,1324,39.74
4525,193,15,2525,1116,9.33
4526,149,1,2214,654,7.17
4527,164,147,1955,569,7.02
4528,71,73,2531,1545,34.56
4529,81,90,1138,1014,22.24
4530,184,135,1218,1667,5.12
4531,352,66,2138,1511,36.41
4532,180,141,279,85,5.35
4533,468,183,898,1126,19.57
4534,412,117,21,583,27.56
4535,18,106,2293,1539,19.57
4536,70,91,2490,580,32.72
4537,99,191,117,1264,25.64
4538,255,30,1780,136,6.78
4539,206,113,2450,363,7.7
4540,115,35,630,1486,15.25
4541,390,153,1783,1513,23.64
4542,429,199,1433,673,25.58
4543,284,74,871,1771,16.01
4544,8,135,1289,1928,17.4
4545,484,116,1979,1383,30.39
4546,123,132,456,368,9.79
4547,256,193,2279,1480,21.19
4548,112,183,1684,573,18.06
4549,355,12,67,2092,18.67
4550,316,76,2199,862,33.71
4551,109,65,138,1377,34.44
4552,102,31,1849,2538,22.53
4553,189,44,1651,1048,26.61
4554,145,30,1163,137,23.18
4555,236,53,7,2532,16.2
4556,205,89,1730,153,8.75
4557,225,15,283,736,18.04
4558,393,14,2475,531,20.51
4559,426,109,343,741,33.19
4560,86,128,1510,884,33.98
4561,228,78,1564,1708,6.16
4562,450,101,2496,1161,35.35
4563,461,94,1630,2465,5.62
4564,346,7,1406,700,26.02
4565,255,55,1679,180,9.37
4566,491,151,1327,1828,20.46
4567,173,184,1585,3,13.15
4568,323,96,2271,1078,15.54
4569,390,145,2014,266,31.52
4570,166,17,893,2103,35.35
4571,155,139,2057,2271,29.02
4572,406,151,950,987,37.26
4573,403,14,2390,2406,13.78
4574,408,14,2285,1020,10.94
4575,37,60,1423,2171,38.3
4576,370,156,60,2250,29.2
4577,478,103,36,438,31.97
4578,193,21,711,1875,28.61
4579,264,164,128,518,12.4
4580,219,189,766,580,10.94
4581,58,27,717,1003,18.52
4582,89,80,207,439,23.45
4583,98,43,1694,1780,27.71
4584,262,31,685,1541,6.04
4585,130,128,1670,107,6.35
4586,118,158,1611,63,39.12
4587,146,81,1017,728,35.91
4588,422,129,1787,68,19.26
4589,450,176,494,1953,32.93
4590,60,87,2510,1790,11.2
4591,14,150,1873,557,34.62
4592,384,41,202,1486,23.73
4593,122,64,540,1968,21.79
4594,41,54,1855,931,5.22
4595,351,66,1670,612,24.47
4596,1,126,1152,520,28.65
4597,309,83,332,9,25.49
4598,460,145,1233,541,27.28
4599,30,15,196,2463,15.08
4600,113,87,517,103,10.9
4601,12,57,1920,1092,22.99
4602,471,199,1799,872,13.54
4603,219,123,795,737,23.64
4604,401,113,2296,315,21.44
4605,246,116,1836,2452,10.1
4606,422,180,791,791,6.48
4607,293,89,840,2433,25.6
4608,42,103,155,2003,17.72
4609,288,192,2486,485,38.31
4610,362,123,773,704,10.94
4611,348,101,1981,1881,15.19
4612,275,157,2009,2130,20.52
4613,155,172,2185,520,19.87
4614,361,174,1199,535,32.1
4615,295,92,984,1472,9.13
4616,196,157,1611,1399,25.53
4617,203,162,641,221,18.12
4618,205,81,1927,1029,35.06
4619,375,154,913,2449,27.43
4620,435,24,372,1800,16.63
4621,68,176,155,508,18.82
4622,32,98,1197,824,9.55
4623,242,117,560,2551,5.99
4624,95,126,2112,290,15.33
4625,266,34,1867,138,13.0
4626,411,149,1027,127,24.59
4627,386,173,2120,1919,16.24
4628,448,34,74,1381,31.8
4629,365,8,726,2151,38.08
4630,382,39,318,1872,29.5
4631,257,42,1849,988,11.35
4632,15,41,382,2361,23.89
4633,412,149,437,187,8.5
4634,224,40,942,1477,38.89
4635,5,79,832,2310,9.47
4636,290,189,767,1727,19.38
4637,267,134,1319,336,17.25
4638,223,64,2073,2374,31.53
4639,393,13,135,2537,24.1
4640,489,189,1021,1272,20.3
4641,140,39,88,467,22.65
4642,379,148,380,2366,37.0
4643,457,174,610,1455,12.34
4644,250,192,2039,980,29.48
4645,96,155,633,54,30.95
4646,469,154,137,620,11.33
4647,253,142,967,2013,10.81
4648,456,65,1481,2432,18.64
4649,287,17,391,1720,36.45
4650,122,108,287,263,18.44
4651,254,13,1810,609,15.31
4652,173,46,1984,120,14.18
4653,485,163,820,900,39.81
4654,467,20,1597,1808,10.37
4655,192,85,2119,1315,28.07
4656,417,59,2109,1737,38.08
4657,75,196,141,1564,8.77
4658,180,127,412,1891,38.52
4659,397,68,1707,1393,36.9
4660,182,28,1654,451,22.4
4661,431,153,2424,1928,14.11
4662,223,97,330,336,5.15
4663,476,61,1148,1607,23.64
4664,128,140,1939,1176,20.9
4665,40,109,153,1953,37.72
4666,454,181,773,2495,37.47
4667,220,133,2061,166,27.29
4668,74,138,199,170,18.2
4669,311,17,1482,1884,32.39
4670,92,16,2476,1959,10.58
4671,79,146,759,137,22.16
4672,185,78,1483,1895,26.07
4673,16,100,374,2271,19.51
4674,318,157,1160,2101,31.13
4675,271,91,2181,482,14.73
4676,487,192,572,2190,6.76
4677,47,57,158,600,23.46
4678,113,177,1296,1280,17.58
4679,468,168,2481,1959,37.5
4680,154,24,1484,577,10.65
4681,116,183,2214,456,37.15
4682,310,177,35,923,14.8
4683,340,88,2529,1252,23.97
4684,129,44,1291,1795,19.2
4685,411,66,1768,401,23.92
4686,116,40,2023,1474,26.88
4687,169,45,350,18,30.23
4688,306,104,2089,1534,22.12
4689,463,40,1090,926,26.12
4690,271,117,1336,81,32.85
4691,30,180,705,93,7.15
4692,169,112,780,641,12.23
4693,301,30,1185,2493,8.73
4694,155,31,438,1033,29.77
4695,59,26,1894,147,28.6
4696,96,28,29,606,28.79
4697,441,117,598,2390,17.18
4698,243,138,1150,2305,10.47
4699,112,170,662,498,12.53
4700,477,184,2082,513,31.55
4701,41,118,584,381,28.74
4702,52,171,2542,1151,18.55
4703,142,12,1395,58,6.04
4704,205,157,2353,2307,19.76
4705,71,75,2338,677,38.63
4706,145,105,2532,233,38.28
4707,301,98,757,1765,16.96
4708,425,4,16,346,26.84
4709,486,1,2521,1632,31.12
4710,86,12,945,280,34.82
4711,54,137,681,375,20.77
4712,430,29,655,417,32.73
4713,328,200,215,508,32.58
4714,393,107,942,2290,21.27
4715,201,71,2083,555,39.14
4716,106,167,2054,2103,5.44
4717,347,61,779,2515,6.23
4718,497,184,931,711,25.07
4719,377,137,1292,1160,18.93
4720,147,169,1307,287,5.48
4721,16,157,887,434,17.45
4722,194,96,404,317,13.83
4723,340,96,68,2243,15.4
4724,174,133,2127,1556,31.88
4725,155,121,798,2182,15.58
4726,12,195,901,1004,30.87
4727,237,122,742,1842,33.18
4728,240,192,1062,449,9.76
4729,399,192,2240,1266,37.5
4730,355,146,2285,477,27.94
4731,483,29,110,2127,31.3
4732,427,47,928,2126,18.64
4733,34,2,2528,53,19.19
4734,366,55,2300,2278,39.68
4735,28,179,1617,1538,21.31
4736,159,200,358,2117,25.47
4737,327,144,2360,2270,15.33
4738,491,76,1785,1179,38.35
4739,103,17,1441,2465,38.35
4740,95,169,93,844,7.45
4741,123,44,2510,165,22.09
4742,15,19,778,136,5.1
4743,219,112,2320,1248,14.82
4744,478,143,2349,1940,19.89
4745,66,123,1795,2382,38.64
4746,249,135,1882,585,26.5
4747,347,158,392,941,22.39
4748,62,180,24,310,5.14
4749,354,14,489,39,11.14
4750,239,198,1698,1677,32.33
4751,26,142,1801,2004,13.44
4752,265,60,1507,217,27.85
4753,143,37,1744,1806,15.95
4754,461,103,1502,802,14.8
4755,331,41,981,1013,35.67
4756,491,80,872,2535,39.51
4757,203,179,253,185,33.59
4758,458,140,2525,1159,19.31
4759,332,200,1400,1834,21.4
4760,381,115,184,2538,16.78
4761,443,121,836,746,21.94
4762,492,97,425,2183,27.45
4763,492,131,270,365,38.2
4764,170,32,1688,1774,29.49
4765,379,111,1222,2140,28.17
4766,486,138,276,458,28.32
4767,22,57,2197,1757,25.38
4768,426,139,335,869,36.22
4769,36,200,1055,1830,22.65
4770,176,138,888,2013,18.85
4771,191,167,1884,1098,19.26
4772,198,55,1172,977,7.24
4773,443,133,2522,686,36.13
4774,393,139,586,123,15.08
4775,122,153,203,296,9.24
4776,304,113,1841,1350,5.39
4777,139,87,91,808,16.45
4778,334,196,1021,2181,19.68
4779,70,53,2451,529,37.6
4780,360,186,1568,70,37.93
4781,447,140,1279,236,36.98
4782,488,107,2222,279,25.28
4783,384,125,1819,1530,16.83
4784,308,106,531,1807,30.64
4785,409,68,1949,971,7.59
4786,280,171,616,2269,10.34
4787,410,200,1822,2009,14.69
4788,271,72,1550,282,31.72
4789,207,102,55,1351,22.26
4790,141,18,1771,539,5.87
4791,27,106,1342,624,18.16
4792,79,198,1009,2285,36.33
4793,193,159,895,1552,7.27
4794,38,58,2218,760,35.58
4795,318,9,1371,1694,19.95
4796,17,58,694,2535,27.48
4797,485,155,1225,2331,34.99
4798,442,57,364,1405,10.24
4799,383,122,624,2533,34.72
4800,99,166,1558,1024,30.5
4801,447,31,1687,658,24.59
4802,191,196,1395,50,9.18
4803,214,23,2487,2345,13.83
4804,80,121,773,1426,7.4
4805,426,133,1036,1066,26.68
4806,300,135,1964,825,9.26
4807,164,154,281,2103,35.06
4808,392,185,113,2296,8.2
4809,456,49,747,2116,31.8
4810,58,117,1599,2483,20.73
4811,22,109,1768,1473,30.62
4812,498,29,1379,334,28.24
4813,91,12,705,2386,24.77
4814,230,88,1682,242,13.85
4815,261,94,732,1776,10.52
4816,76,95,1475,2371,7.12
4817,264,94,2315,1421,23.79
4818,34,76,2304,2533,36.16
4819,36,136,1079,768,37.28
4820,55,28,996,71,6.13
4821,163,184,163,2089,8.97
4822,80,196,447,167,29.45
4823,356,87,2,903,34.0
4824,250,54,2438,2229,9.74
4825,362,163,1282,1291,24.85
4826,329,20,2111,460,16.99
4827,32,31,2199,175,18.6
4828,485,55,320,2375,36.56
4829,374,172,56,230,5.07
4830,287,97,481,46,18.38
4831,482,35,590,1494,22.72
4832,159,21,2148,253,29.96
4833,165,5,1981,1881,35.18
4834,284,95,235,566,34.62
4835,110,18,1943,2364,21.39
4836,367,32,159,2122,13.12
4837,399,76,699,2535,14.3
4838,55,74,1463,2514,30.84
4839,377,177,2550,2174,21.04
4840,93,163,2467,1202,15.75
4841,82,88,2236,582,19.31
4842,124,11,2230,477,36.23
4843,176,35,642,518,26.32
4844,264,7,284,1225,39.13
4845,339,10,778,664,15.09
4846,126,89,100,767,14.46
4847,401,86,1187,2536,20.81
4848,368,139,119,1486,21.92
4849,121,69,1748,2546,30.44
4850,53,177,936,1841,9.51
4851,246,73,704,2055,21.52
4852,127,29,1955,1536,25.05
4853,241,145,139,2367,9.31
4854,90,178,542,1978,17.91
4855,188,50,1552,52,33.7
4856,179,55,792,2541,36.78
4857,224,117,289,1368,26.96
4858,34,127,1076,1141,20.84
4859,373,83,1532,1539,30.03
4860,165,200,1519,286,7.8
4861,266,129,2085,1892,27.27
4862,394,195,1798,883,24.28
4863,490,91,310,2393,24.03
4864,121,136,2024,1858,31.89
4865,113,51,1103,1093,27.74
4866,391,18,2343,799,5.51
4867,13,52,2324,734,27.23
4868,447,63,2238,2494,27.21
4869,202,118,2058,509,22.26
4870,228,60,565,1510,36.19
4871,334,197,334,1150,10.56
4872,174,69,1073,2113,35.94
4873,134,158,2050,460,6.15
4874,66,24,1571,2140,6.67
4875,166,154,2459,392,18.41
4876,235,22,498,2078,20.63
4877,406,161,1694,1440,37.93
4878,27,88,2025,409,38.44
4879,154,176,717,1780,26.64
4880,249,96,1793,96,11.31
4881,247,130,394,2038,23.76
4882,486,83,1492,423,19.04
4883,250,54,791,1636,25.41
4884,191,72,1536,1136,39.9
4885,436,45,1388,2047,23.69
4886,445,123,644,2184,13.55
4887,208,4,117,841,28.86
4888,77,55,502,1624,39.09
4889,288,92,2289,2185,11.37
4890,437,114,2304,165,5.8
4891,434,7,443,2208,8.64
4892,44,103,2151,595,29.48
4893,7,21,2252,24,23.04
4894,492,46,1574,1425,26.21
4895,324,190,741,1865,39.25
4896,90,87,1145,1170,14.11
4897,79,113,2234,425,36.46
4898,405,104,2079,662,5.85
4899,184,151,486,291,12.4
4900,458,108,71,605,12.55
4901,184,169,156,1716,13.24
4902,323,44,587,179,14.04
4903,498,21,668,535,16.34
4904,452,183,320,1770,30.7
4905,401,125,1649,315,27.02
4906,135,82,2282,707,36.5
4907,118,161,602,1348,34.6
4908,17,57,969,647,27.35
4909,80,88,1828,1989,32.57
4910,298,45,2012,2536,34.17
4911,34,187,203,1514,15.18
4912,471,199,2079,734,16.95
4913,67,116,1913,1645,37.19
4914,390,11,1706,26,15.73
4915,239,109,219,1150,29.57
4916,134,185,1026,2094,9.43
4917,245,164,2341,2240,8.63
4918,225,7,1459,1457,33.15
4919,482,42,1255,304,23.15
4920,308,144,1470,1752,33.59
4921,196,146,2260,587,27.15
4922,400,28,1021,2299,26.89
4923,254,57,370,1371,29.09
4924,58,152,1661,656,32.3
4925,401,25,1523,828,11.34
4926,36,137,682,1664,21.64
4927,467,109,781,571,16.62
4928,398,78,1972,1300,14.31
4929,275,50,2440,28,25.38
4930,251,1,2214,905,29.15
4931,403,82,905,1447,25.67
4932,4,13,659,2203,20.44
4933,130,180,2213,886,19.55
4934,123,83,133,1513,6.92
4935,208,129,185,1903,23.86
4936,276,92,908,2331,5.47
4937,57,158,919,2526,21.51
4938,245,143,190,421,15.21
4939,437,130,847,2373,14.08
4940,417,138,2389,344,27.98
4941,303,102,2489,411,18.72
4942,400,173,1458,2141,21.11
4943,259,45,2549,217,14.18
4944,337,49,1557,1899,12.68
4945,198,179,2416,2402,38.94
4946,473,5,2396,586,5.26
4947,306,75,1141,1910,27.09
4948,11,137,1908,673,38.04
4949,305,7,1973,2166,27.75
4950,145,36,2162,1458,24.4
4951,282,63,1519,434,19.36
4952,242,167,205,1138,19.95
4953,313,72,1481,234,33.53
4954,466,164,1382,370,35.65
4955,318,115,1945,1572,39.91
4956,264,55,89,1874,30.15
4957,290,125,2033,1661,25.48
4958,250,115,1656,1067,28.69
4959,136,90,1924,1418,30.41
4960,463,71,2454,2172,13.08
4961,128,70,551,2071,31.29
4962,17,191,633,850,19.45
4963,430,174,416,2444,29.6
4964,71,169,1938,522,8.89
4965,59,98,1802,585,14.51
4966,76,21,504,858,35.7
4967,351,53,1476,2148,27.11
4968,488,6,921,964,26.95
4969,378,150,1587,247,17.25
4970,400,188,1429,1766,16.89
4971,192,155,861,812,31.78
4972,150,75,1606,804,38.16
4973,47,53,1344,857,13.68
4974,330,118,1176,2494,36.57
4975,395,57,646,274,30.47
4976,323,86,268,128,18.2
4977,222,58,614,1255,5.64
4978,204,105,2333,1919,26.13
4979,380,135,2553,889,31.26
4980,456,75,2400,505,21.8
4981,24,106,212,1704,6.89
4982,461,27,520,842,25.49
4983,104,55,231,499,21.2
4984,454,137,835,2517,38.71
4985,292,90,2379,1666,13.92
4986,6,30,252,997,37.19
4987,179,140,1572,1570,29.9
4988,412,8,95,1519,32.06
4989,430,44,2023,85,27.64
4990,181,26,1110,1191,24.89
4991,454,29,585,2365,22.16
4992,15,70,614,2229,6.84
4993,431,161,969,2074,9.17
4994,145,80,2257,1754,34.46
4995,164,19,1149,795,31.08
4996,138,20,173,2377,26.22
4997,137,67,2327,1572,33.09
4998,121,51,142,70,28.62
4999,418,172,2146,1019,39.66
5000,107,163,684,1560,37.14
5001,256,123,789,1554,25.02
5002,1,92,2109,756,31.01
5003,160,76,2047,2407,10.82
5004,287,101,2130,2477,36.79
5005,362,99,1648,1883,33.34
5006,211,9,845,2060,9.85
5007,476,64,231,1848,31.58
5008,167,170,1024,852,39.3
5009,85,164,1495,252,13.63
5010,494,162,1485,758,28.82
5011,185,66,1189,1811,34.74
5012,340,154,928,1204,23.97
5013,362,20,1829,2461,5.44
5014,250,62,1192,257,23.19
5015,49,37,1878,1253,16.21
5016,379,135,1509,1989,13.39
5017,43,13,1902,615,12.99
5018,128,83,1831,1272,38.32
5019,289,74,2123,1320,28.7
5020,72,61,98,2337,12.11
5021,116,89,700,2151,8.71
5022,100,18,437,2096,24.57
5023,31,115,496,1458,34.05
5024,471,55,2460,1312,32.94
5025,238,21,242,2054,26.53
5026,228,118,1921,2043,39.7
5027,254,198,1253,2318,18.83
5028,359,118,1390,738,19.0
5029,228,72,2343,203,12.63
5030,349,73,901,1554,32.36
5031,467,192,2086,1957,22.82
5032,239,159,2241,75,35.79
5033,162,113,1607,788,24.48
5034,321,102,537,1758,16.4
5035,333,113,1245,890,16.93
5036,384,71,893,2263,39.2
5037,353,142,296,474,10.84
5038,451,40,1096,1632,31.55
5039,367,101,1990,1075,35.81
5040,217,15,779,512,26.54
5041,405,178,1590,880,5.66
5042,478,11,1658,2225,5.34
5043,281,97,1399,1622,37.74
5044,269,160,1872,665,20.33
5045,132,139,2347,1918,36.81
5046,471,21,1959,761,34.81
5047,152,5,618,585,7.6
5048,437,74,1619,325,27.83
5049,139,104,2262,1949,25.98
5050,400,8,35,1294,25.83
5051,13,46,1889,1929,16.27
5052,54,183,266,2360,6.01
5053,195,50,516,2016,15.32
5054,241,120,652,2392,17.72
5055,281,26,1312,520,32.87
5056,253,165,1241,167,27.46
5057,174,46,523,154,26.52
5058,144,74,2104,2316,9.15
5059,443,176,1048,1848,16.38
5060,490,106,2149,1082,16.23
5061,336,158,1490,2068,29.35
5062,462,141,656,1647,35.02
5063,68,143,1975,1975,39.05
5064,294,88,2458,825,23.5
5065,477,154,2126,556,27.3
5066,6,159,967,1285,21.64
5067,117,165,2028,1725,26.14
5068,323,163,1162,2035,32.01
5069,300,59,550,889,38.61
5070,134,48,526,1320,12.99
5071,48,17,538,2439,22.0
5072,255,102,2471,1817,27.88
5073,316,1,1412,1975,20.81
5074,228,18,640,2341,38.57
5075,123,2,1228,1563,7.06
5076,27,171,2276,424,9.18
5077,416,51,1970,1229,37.2
5078,269,86,614,2437,23.73
5079,150,109,2382,1785,34.34
5080,455,129,62,989,31.86
5081,491,142,2414,891,33.01
5082,42,124,1620,2070,9.87
5083,221,188,1434,1685,13.15
5084,130,52,720,144,5.42
5085,202,68,1343,1383,5.65
5086,415,4,1643,1642,33.41
5087,331,125,1999,1172,14.89
5088,337,128,29,1008,24.78
5089,128,131,2363,2293,21.62
5090,75,77,681,1487,30.87
5091,192,179,1065,406,9.95
5092,228,138,874,1310,9.18
5093,22,185,1874,1120,29.17
5094,11,62,1605,115,10.68
5095,474,35,971,1304,37.01
5096,48,122,1451,2111,17.31
5097,74,8,727,2105,36.8
5098,376,63,1035,2385,33.6
5099,233,85,1060,1886,6.17
5100,163,133,1456,2451,38.76
5101,81,154,1368,776,30.43
5102,370,198,158,790,29.97
5103,179,16,1889,1667,16.6
5104,221,95,1895,2093,19.27
5105,231,131,1095,1657,12.11
5106,218,165,1468,110,19.77
5107,6,172,756,1508,21.57
5108,23,91,926,1685,6.33
5109,334,98,1199,205,18.76
5110,378,199,978,2452,11.63
5111,419,178,201,408,12.71
5112,473,22,2417,1592,20.3
5113,418,1,2401,1920,24.51
5114,312,83,2168,259,23.01
5115,23,98,2089,1698,27.32
5116,155,12,1361,921,28.45
5117,176,84,2178,2346,37.17
5118,219,198,2325,2238,14.06
5119,488,93,1484,383,17.74
5120,433,67,1531,2121,39.33
5121,248,26,245,1604,22.72
5122,206,86,2389,2350,5.36
5123,334,174,936,1386,19.12
5124,34,129,321,552,16.25
5125,113,77,1167,847,23.51
5126,338,69,2340,1395,32.59
5127,269,140,1925,925,11.25
5128,356,51,1349,2096,27.47
5129,489,44,1452,2309,33.07
5130,385,71,196,614,5.3
5131,195,134,256,1285,16.33
5132,491,86,1895,236,8.28
5133,59,172,100,150,5.37
5134,110,105,753,2538,18.48
5135,82,91,43,2422,10.19
5136,111,39,511,1846,10.7
5137,342,21,796,612,19.41
5138,111,52,2190,2526,5.68
5139,431,154,2014,513,38.19
5140,378,155,1513,1073,32.29
5141,283,116,1884,1971,27.98
5142,24,195,691,2217,21.85
5143,219,140,908,2441,25.46
5144,305,191,492,1337,31.18
5145,287,174,1758,501,15.96
5146,180,181,994,1385,29.16
5147,172,193,1441,1559,25.27
5148,206,47,2230,2461,25.27
5149,186,142,442,1740,6.66
5150,293,164,1660,1297,21.13
5151,330,60,1607,2237,30.62
5152,50,31,1509,379,30.61
5153,341,137,1058,1559,33.44
5154,384,166,2417,1795,6.14
5155,402,164,225,1428,9.61
5156,165,64,1097,479,21.29
5157,358,59,1354,1389,32.54
5158,314,34,604,445,5.1
5159,199,77,416,2000,32.3
5160,155,131,1264,70,24.85
5161,350,155,1042,1295,12.49
5162,59,131,907,1703,36.75
5163,93,65,952,962,12.26
5164,210,80,1810,2542,10.86
5165,92,135,1669,985,14.1
5166,16,40,1451,1574,22.88
5167,328,118,1065,1266,29.02
5168,267,83,2279,1271,23.95
5169,416,72,2036,1424,34.21
5170,487,96,527,759,31.52
5171,159,21,2553,224,33.08
5172,234,54,174,71,36.19
5173,153,125,2463,463,5.38
5174,330,112,324,859,18.94
5175,492,61,1432,360,7.31
5176,340,111,1757,292,32.21
5177,185,51,1748,280,27.42
5178,215,8,1699,8,25.59
5179,73,60,408,1523,24.0
5180,163,120,1061,178,37.66
5181,487,166,1503,1485,23.6
5182,452,20,1797,823,32.17
5183,46,8,315,2242,20.08
5184,43,101,1264,443,20.9
5185,151,24,1981,1769,21.59
5186,382,118,1913,2047,39.77
5187,323,87,141,2486,6.33
5188,30,127,379,2532,23.36
5189,270,55,2023,1928,25.23
5190,276,4,2190,1066,34.49
5191,264,174,320,141,33.19
5192,20,82,1151,2087,6.89
5193,361,148,2282,655,22.94
5194,284,40,1896,770,19.88
5195,204,22,1456,87,16.45
5196,431,99,525,73,36.17
5197,158,145,2264,404,38.21
5198,367,91,2139,2437,38.86
5199,145,40,2303,1024,18.5
5200,103,198,907,2189,30.64
5201,414,147,455,886,18.71
5202,74,196,2302,2479,19.3
5203,132,132,1530,903,8.21
5204,103,77,1617,2346,8.9
5205,97,49,1484,2393,30.55
5206,303,171,2137,1162,22.55
5207,330,68,55,977,28.17
5208,486,80,2448,1269,19.01
5209,116,51,1625,2435,27.94
5210,496,74,2283,967,10.81
5211,278,152,1782,2081,21.84
5212,174,10,368,220,26.62
5213,325,32,2518,1878,26.71
5214,20,200,2164,40,6.46
5215,464,192,414,2393,39.14
5216,432,62,1435,103,17.92
5217,47,46,285,1591,12.78
5218,454,48,949,742,19.53
5219,110,34,1703,1551,35.92
5220,198,144,2185,814,33.17
5221,225,143,836,2437,6.89
5222,276,142,278,316,21.1
5223,459,70,2417,152,10.36
5224,248,14,1001,2465,24.69
5225,36,196,2350,683,39.77
5226,218,194,60,2229,10.67
5227,467,183,2538,1546,5.57
5228,88,112,155,967,32.14
5229,343,160,939,1036,14.11
5230,141,22,528,821,30.07
5231,283,116,1500,2450,17.5
5232,193,109,2060,961,13.19
5233,4,187,2155,771,39.86
5234,460,195,583,1484,25.6
5235,76,87,357,595,37.13
5236,97,27,289,874,37.38
5237,151,41,1198,987,18.8
5238,394,194,1287,716,6.16
5239,216,105,194,2126,8.99
5240,249,173,412,1344,17.74
5241,391,162,1818,1567,18.93
5242,200,188,386,1353,22.92
5243,484,78,1724,1888,16.39
5244,67,127,1566,479,39.81
5245,338,98,1257,449,20.72
5246,387,183,2097,1003,30.72
5247,396,171,979,2498,6.08
5248,128,24,376,1230,27.22
5249,466,4,2346,1631,14.95
5250,454,181,592,500,38.8
5251,257,145,905,2148,34.21
5252,383,142,1962,1724,8.21
5253,278,193,1858,2059,30.32
5254,421,125,1548,2212,17.78
5255,222,9,1854,1285,31.31
5256,131,159,1361,418,26.34
5257,25,45,2207,2149,14.42
5258,416,62,1487,354,20.22
5259,63,168,778,1446,33.65
5260,366,118,892,727,8.69
5261,78,17,1906,453,37.81
5262,135,97,2100,2137,23.22
5263,240,179,447,561,11.17
5264,344,23,397,1743,35.62
5265,308,134,264,1857,25.04
5266,304,36,2429,1241,34.1
5267,11,24,145,1766,27.67
5268,242,38,966,2327,27.82
5269,144,169,935,1012,29.41
5270,449,137,1457,775,35.86
5271,380,131,1448,1820,15.19
5272,492,32,242,1958,32.74
5273,284,28,2355,1235,30.96
5274,261,119,342,386,34.94
5275,256,125,19,1941,24.01
5276,219,55,1202,537,6.25
5277,430,175,841,393,12.33
5278,398,42,1950,1419,23.37
5279,165,198,237,648,18.1
5280,173,104,971,866,5.24
5281,353,125,2525,1872,26.0
5282,150,119,1074,54,15.34
5283,367,27,822,2413,6.36
5284,450,67,2138,1914,18.55
5285,108,129,1934,2223,32.85
5286,455,62,1746,1690,21.27
5287,472,112,1181,110,34.55
5288,150,167,2372,1853,20.81
5289,227,15,2420,475,17.67
5290,164,83,2270,1488,35.13
5291,390,171,2140,876,39.32
5292,128,107,1680,1879,30.47
5293,271,112,2104,2549,10.26
5294,421,55,161,227,27.26
5295,317,39,92,2262,17.48
5296,190,197,1643,1739,20.14
5297,500,124,1592,1242,6.83
5298,34,108,1668,827,6.03
5299,244,140,2501,657,21.81
5300,289,165,144,2073,31.98
5301,393,161,1552,2381,23.53
5302,26,140,350,2417,15.11
5303,307,84,136,1852,11.86
5304,265,111,2253,257,25.56
5305,17,39,956,2544,18.46
5306,100,74,285,1603,32.64
5307,112,89,131,767,31.75
5308,327,90,1552,1236,14.88
5309,5,83,1210,1392,15.64
5310,11,20,370,403,5.77
5311,247,69,154,2226,26.16
5312,90,199,1309,1679,21.86
5313,136,54,1330,1290,37.42
5314,192,41,749,1289,26.33
5315,389,165,279,1246,17.48
5316,312,105,1826,2163,38.32
5317,332,10,238,1021,7.8
5318,302,62,2307,1922,27.29
5319,301,86,1954,1845,25.42
5320,275,117,1102,132,13.13
5321,149,180,729,529,28.61
5322,278,67,660,2163,33.02
5323,437,171,1711,2294,35.44
5324,59,150,2069,1022,21.48
5325,67,107,197,557,15.11
5326,155,115,1121,381,12.75
5327,294,45,1691,2529,26.64
5328,435,90,2414,2351,23.58
5329,443,50,42,1864,18.95
5330,108,32,438,261,39.87
5331,254,35,2277,939,10.06
5332,42,115,388,1210,30.54
5333,395,41,1415,1567,18.85
5334,88,138,908,1993,16.42
5335,309,140,779,925,22.85
5336,167,28,891,833,19.69
5337,100,100,2553,182,14.66
5338,440,16,2150,2287,18.91
5339,146,117,614,1227,34.69
5340,175,73,2218,2312,20.82
5341,436,21,304,1415,34.88
5342,220,79,2352,928,28.4
5343,215,89,1305,200,20.61
5344,127,73,2192,2473,25.31
5345,43,152,2416,78,7.04
5346,11,47,1379,169,28.1
5347,280,165,1558,768,33.55
5348,39,176,698,505,37.49
5349,138,133,386,659,16.81
